rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B
ANLN	-0.403137990582378	5.28124038290984	-7.85529136073538	0.00396674783014145	0.0863517486632245	-1.26005013850499
AC127502.1	0.457688197718126	2.45340408566484	7.8550587704831	0.00396709440514298	0.0863517486632245	-1.26015458924116
PRR7	-0.52601460371665	3.70221405558782	-7.85264849792889	0.00397068821442774	0.0863517486632245	-1.26123718113924
ENOX2	-0.447473330931619	2.74867685728157	-7.84904321771588	0.00397607181101728	0.0863755492235879	-1.26285718712949
AC007405.1	-0.736327061923881	0.568308183869565	-7.84115745328055	0.0039878807112583	0.0864594374048845	-1.2664033885946
AC092053.3	0.634914533308903	1.48127403669427	7.84073137071817	0.00398852007891239	0.0864594374048845	-1.26659510566665
KMT2E-AS1	0.804763228870377	0.693493494335488	7.83261567567831	0.00400072400788974	0.0864880055419551	-1.27024892569884
AL355578.1	-0.351604459687514	0.194771857005043	-7.83200704485091	0.00400164120840857	0.0864880055419551	-1.27052310535776
B3GALT4	0.357557894891535	1.59714940061099	7.83004406758777	0.00400460127747076	0.0864880055419551	-1.27140755513521
DHRS11	0.565694842559625	3.79868969045102	7.82432849600269	0.00401323645712194	0.0864880055419551	-1.27398415162237
AC079363.1	-0.3570699371759	0.372963456936005	-7.82390414395024	0.00401387854987731	0.0864880055419551	-1.27417553139958
PIRT	-0.795883364139383	0.0355060165912374	-7.82276255458244	0.00401560657372768	0.0864880055419551	-1.27469043548261
AC025809.2	-1.33001593315684	0.146276221444839	-7.81849739946132	0.00402207138892851	0.0865346940494042	-1.27661491130511
AC005261.1	0.352263378932783	3.47598621927917	7.80888127009614	0.00403669704793277	0.0867566757217397	-1.28095793267344
AC145207.5	-0.424597604844429	1.71271515372223	-7.80347693068135	0.00404494744376758	0.0868413130304814	-1.28340126451878
PLAGL1	0.361259641518688	2.86295253172314	7.79862492671463	0.00405237350409005	0.0868695987454108	-1.28559642947424
AP001033.2	-0.350877383848527	-0.0449007240317177	-7.79579526447329	0.0040567126076901	0.0868695987454108	-1.28687731404358
PPIC	0.352208426715604	1.03491468681847	7.79417098001291	0.00405920609888924	0.0868695987454108	-1.28761279344131
EPM2A	-0.355186210451075	4.06208213836638	-7.78318464176809	0.00407612453055176	0.0870103387290054	-1.29259174861602
AF131215.6	-0.364965381016547	2.08827821055218	-7.78273290443978	0.00407682216436699	0.0870103387290054	-1.29279663497531
SUMO2	-0.366869906685005	6.05741434729465	-7.78148856655505	0.00407874464992457	0.0870103387290054	-1.29336107278401
CTNS	0.400449136067306	2.67746072999429	7.77750920454169	0.00408490070745583	0.0870345095294396	-1.29516678035428
NATD1	0.432544816422826	2.96823419456195	7.77517234763883	0.0040885215023761	0.0870345095294396	-1.29622763278306
STEAP4	-0.471412441819297	0.804708529123708	-7.76045905478453	0.00411141577538075	0.0872758308549741	-1.30291481183864
UBE2R2-AS1	-1.03735320371107	-0.171547655315681	-7.76016353973419	0.00411187732683363	0.0872758308549741	-1.3030492621618
SNORA49	-0.348345287516612	6.16442386170113	-7.75591762976138	0.00411851633647373	0.0872758308549741	-1.30498162657196
ZFAND2A	-0.352784842234653	3.3011912661591	-7.75527892168115	0.00411951625369436	0.0872758308549741	-1.30527240818674
SLC39A7	0.353644656458253	4.71368541464522	7.74839345040512	0.0041303159380302	0.0872758308549741	-1.30840875172081
HOPX	-0.355478013343594	5.46771835095805	-7.74638250853209	0.00413347706067986	0.0872758308549741	-1.30932530144577
AC009063.3	0.518949426859484	0.860850935563541	7.74552850312626	0.00413482048497042	0.0872758308549741	-1.30971461811393
SEMA3F	0.348819836557542	1.98111095080786	7.74239723114044	0.00413975115337486	0.0872758308549741	-1.31114246826951
RN7SL4P	-0.416361494583381	13.9252607955442	-7.74024766643637	0.00414314044226828	0.0872758308549741	-1.31212302037767
ZNF157	-0.475613206988064	0.6082478697535	-7.73354278682524	0.00415373567694484	0.0872758308549741	-1.31518340970774
CDK5RAP1	0.350460352173921	4.36864536435591	7.73330680458888	0.00415410923022755	0.0872758308549741	-1.31529117357724
SH3BP5-AS1	-0.953090148613783	2.44378733407583	-7.72816866603677	0.00416225370601257	0.0872758308549741	-1.3176384320896
SLC10A7	-0.44983918691827	1.070596834498	-7.7251332785853	0.00416707495790175	0.0872758308549741	-1.31902587306244
SMARCA5-AS1	-0.755308045373814	1.09244785928238	-7.72118670564859	0.00417335445882011	0.0872758308549741	-1.32083067726881
SPICE1	1.10240852264163	2.35038594496056	7.72062380227566	0.00417425112196554	0.0872758308549741	-1.32108817842991
AC009682.1	-0.471972144108386	-0.315374500722566	-7.71898361331653	0.0041768652633634	0.0872758308549741	-1.32183860011782
TRPT1	0.48477957225475	2.62076227954411	7.71883574383267	0.00417710104409218	0.0872758308549741	-1.32190626194808
LINC01289	0.717093575809997	0.771128931427174	7.71616750445968	0.00418135860688523	0.0872758308549741	-1.32312742750616
MACC1	-1.10837697413912	-0.253428930339119	-7.71563958910202	0.00418220164738554	0.0872758308549741	-1.32336909044075
TMEM222	0.360193903729317	3.88854320709192	7.71123237226092	0.00418924835083426	0.0873323843572467	-1.32538726357735
KIAA0087	-1.40300449268115	-0.00217137077841735	-7.70655167937203	0.00419674939313088	0.0873745957402417	-1.32753201618243
TSNAXIP1	0.354839060544195	2.39269941565836	7.70455734252157	0.00419995077349061	0.0873745957402417	-1.32844626871865
RNA5SP429	-0.703943520557263	5.36863599803399	-7.69833463191847	0.00420996031961588	0.0874924467661761	-1.33130053378722
AL359643.2	-0.385580669720633	0.572514884203539	-7.69105278798001	0.0042217133384999	0.0876462507326917	-1.3346437325831
CEP41	-0.407754216088608	3.93722607060214	-7.67619327560109	0.00424583079401216	0.0878261587875237	-1.34147642333906
CALML3-AS1	-1.00571271348171	0.92077481672298	-7.67594469601027	0.00424623578262092	0.0878261587875237	-1.34159084480186
ADARB2	-0.354926644964313	5.73399173707866	-7.67556135331568	0.00424686042816488	0.0878261587875237	-1.34176730560515
RNA5SP444	-0.525359650146403	-0.656325032969993	-7.6749701899892	0.00424782394771318	0.0878261587875237	-1.34203944906279
ZSCAN2	0.395045883962847	2.36952282879488	7.66439919490957	0.00426510184478057	0.0879647263427194	-1.34690960237803
EMB	0.398104678474159	2.41729640608303	7.66142576487543	0.00426997842332469	0.0879647263427194	-1.34828077670234
RGL3	-0.373419038610608	1.86567224215345	-7.66028690110236	0.00427184815700784	0.0879647263427194	-1.34880610489597
RF00407	-0.447545591156581	3.71779097367717	-7.65814878530441	0.00427536131998588	0.0879647263427194	-1.34979258645169
MMRN2	0.55811373353154	2.28802062286255	7.65753750056549	0.00427636642613578	0.0879647263427194	-1.35007467419281
SYK	-0.610459522512129	2.23850699528517	-7.64663447640923	0.00429434596242954	0.0881892814227076	-1.35511008635848
ADPRHL1	0.354943174178195	3.28406901283566	7.64156787970438	0.00430273475950543	0.0881892814227076	-1.35745262246963
AC107918.4	-0.917751448539561	2.64408933083585	-7.63938468910434	0.00430635611333453	0.0881892814227076	-1.35846252738343
AC006511.5	1.1994266483804	0.513690061624886	7.63732828479646	0.00430977082078482	0.0881892814227076	-1.35941406369284
WASH9P	0.354595214466077	3.67508942878013	7.63545117417494	0.00431289091017072	0.0881892814227076	-1.36028287512877
ABHD17AP1	0.792684165591784	1.17778656039741	7.63504973604492	0.00431355855603173	0.0881892814227076	-1.36046870824355
AC006230.1	-0.492414164267803	0.625491999431596	-7.61741191279405	0.00434302704269637	0.0887017024196953	-1.36864383928215
LINC00634	-0.384851115140705	4.17070627654297	-7.6014309492303	0.00436995588758494	0.0891612681501374	-1.376068377507
HTD2	-0.671340876651358	1.55652532601851	-7.59595223972703	0.00437923825620691	0.0892460513693497	-1.37861752115461
PRKG1	0.451648612898941	3.99124036731655	7.59375117945735	0.00438297471468303	0.0892460513693497	-1.37964218302205
PDCL3P2	0.937759248853039	0.379985011904113	7.58948139827226	0.00439023491478641	0.0892928740153596	-1.38163079620781
PCDHGA8	0.66463449804533	1.89233714528677	7.58077435393258	0.00440508907503643	0.0892928740153596	-1.38568970021665
HIST1H2BK	-0.461341909021523	2.73478374992563	-7.57783033724925	0.00441012646651865	0.0892928740153596	-1.38706320927427
DNAH11	-0.700760673284357	1.00706837749948	-7.57525950856869	0.00441453149530941	0.0892928740153596	-1.38826307227947
AD000090.1	-0.700508006216485	5.25935679768991	-7.57524385857177	0.00441455832873276	0.0892928740153596	-1.38827037780124
AC090517.5	-0.640640312166577	2.67223001519966	-7.57382869589093	0.00441698564616248	0.0892928740153596	-1.38893105110454
THAP6	-0.354760466546702	2.90369958317209	-7.57380261036454	0.00441703040505564	0.0892928740153596	-1.38894323044357
SOX2-OT	-0.345676395281479	6.55847210555285	-7.56949245401746	0.00442443417548877	0.0892928740153596	-1.39095625335141
FAM86HP	1.03868192073979	0.408260755923756	7.56904090138613	0.00442521077214651	0.0892928740153596	-1.39116721745355
SLC22A4	0.347982010043397	1.6107659322695	7.56648219114155	0.00442961471553005	0.0892928740153596	-1.3923628911052
TESK2	-0.997515055444725	2.42947426056212	-7.56006747827834	0.00444068075891228	0.0894264291229755	-1.39536233814648
PLPP5	-0.420879944499367	3.09020925821993	-7.55676940220655	0.00444638440398073	0.0894518372900738	-1.39690552878722
ZSWIM5	0.375335547872194	3.36820422016849	7.54724025232166	0.00446291808474023	0.0896948546811366	-1.40136828124438
RAB13	0.473783276294294	2.48142101624265	7.54349982837643	0.00446943000523577	0.0897219403605079	-1.40312164788086
AC006043.1	0.631048446601628	0.66249238387401	7.54135110095392	0.00447317648832803	0.0897219403605079	-1.40412930385858
AC008147.4	-0.943340330184812	-0.417112386391271	-7.53813874707157	0.0044787851810188	0.0897309983262378	-1.40563631816886
BAX	0.611164908278427	2.74919689700447	7.53599131558104	0.00448253969193541	0.0897309983262378	-1.40664412275843
SLC35D1	0.379095287785812	3.06877086496915	7.53280040587456	0.00448812622317425	0.089753610608027	-1.40814219906339
FLT3LG	0.417679376400907	-0.0896651930997859	7.52241941616226	0.00450636421895268	0.0897984070486034	-1.41302052996378
AC016586.1	0.365389577090421	2.52868644461809	7.52174247012124	0.0045075568964513	0.0897984070486034	-1.41333889337949
FAM241A	-0.74077992645935	1.9384946837886	-7.51881682472825	0.00451271621109286	0.0897984070486034	-1.41471515343438
SLC25A45	-0.923300352000651	1.92335998133505	-7.51796952142723	0.00451421185965551	0.0897984070486034	-1.41511384094272
GNPNAT1	-0.377466189951252	3.28156683560374	-7.51792713204759	0.00451428670190947	0.0897984070486034	-1.41513378795664
PIEZO2	-0.433757234036471	4.62640246872065	-7.51599838302458	0.00451769380449037	0.0897984070486034	-1.41604151776138
TOP1MT	0.532347274862066	3.81911254644627	7.5126966468261	0.0045235341014992	0.0897984070486034	-1.41759598868083
TACO1	0.361904280535705	3.07627306931969	7.51128197447335	0.00452603948526827	0.0897984070486034	-1.41826224264544
GLIPR1	0.339734881453084	3.45790733345801	7.50677700749096	0.00453402991924407	0.0898684001119459	-1.42038478309334
MRE11	-0.344565849011969	3.97449166892892	-7.50108898441401	0.00454414519228315	0.0899803302676482	-1.42306664530082
CKAP2	0.367244259070975	3.53257216218501	7.48828575103458	0.00456702234152762	0.090159813860154	-1.42911112404694
INSM1	-0.562912230525017	1.79405785647955	-7.48656479036774	0.00457010891046778	0.090159813860154	-1.42992442882437
LINC01333	-0.46290348870847	0.556540871935817	-7.48536022853449	0.00457227093868889	0.090159813860154	-1.43049380696565
PRXL2C	0.521849257749814	1.00864814930395	7.48380493895813	0.00457506446187779	0.090159813860154	-1.43122911145675
RPL13P5	-0.497489143191743	1.48845365158174	-7.48097023872539	0.00458016175278128	0.090159813860154	-1.43256970509322
ILVBL	-0.342126650331926	4.24299624644902	-7.47948446014008	0.00458283642099035	0.090159813860154	-1.43327257679333
RHOU	-0.357550461511644	4.79443686256422	-7.47853367460067	0.00458454908098111	0.090159813860154	-1.43372243842543
GK	0.377417949980932	2.61777530288814	7.47604859570921	0.00458902944711134	0.090159878054564	-1.43489853105625
CORO7	-0.415757229983661	4.55825503135548	-7.46893811957211	0.00460188074804471	0.0902468430261124	-1.4382659197523
ZNF101	-0.687934864861844	2.67777511574297	-7.4686410449807	0.0046024187003584	0.0902468430261124	-1.43840668208525
AC108448.3	-0.763384859349638	-0.500454224490503	-7.46465587067689	0.00460964316657178	0.0902715948453363	-1.44029553956458
PRH2	-0.931502451455335	0.377721013278052	-7.45934041523967	0.00461930238763983	0.0902715948453363	-1.44281656226582
TIGD4	0.489455874099618	0.0550085255358113	7.45864480677782	0.00462056840830003	0.0902715948453363	-1.44314661624752
ID2-AS1	0.446033268354844	2.69752622626857	7.456324902388	0.00462479397053886	0.0902715948453363	-1.44424760392861
RF00100	-0.58397027408698	0.454673924295455	-7.45561159006878	0.00462609424373756	0.0902715948453363	-1.44458620232506
AL121832.2	-1.18315693757209	0.282963638787903	-7.44328354220299	0.00464864259496347	0.0904798154431319	-1.45044351875958
TF	-0.334455373931703	7.73921168473125	-7.44296491313323	0.00464922728598623	0.0904798154431319	-1.45059504118339
TMEM64	-0.429334787890632	3.26889990101433	-7.44119838032992	0.00465247066144211	0.0904798154431319	-1.45143523035996
AL162231.1	0.336910232859172	2.70405108061294	7.43870343254383	0.00465705647383464	0.0904798154431319	-1.45262222120274
BOLA3	0.367152087189426	3.17877462636238	7.43752217209588	0.00465922974548256	0.0904798154431319	-1.45318436081031
RPSAP19	-0.875473222208255	1.11139313040836	-7.42962010025367	0.00467380217355486	0.0906753643266357	-1.45694721905554
AC036108.1	1.56282473359206	0.0893633342913244	7.42474534668263	0.00468282166848346	0.0907629092973242	-1.45927060408046
LARGE-AS1	0.771752564195449	0.798649448188812	7.41968384098408	0.00469221087761167	0.0908574448589845	-1.46168469131344
AL591845.1	0.352518490217239	1.83620705348514	7.41619331212867	0.00469870027994891	0.0908957024376668	-1.46335050644075
AC008507.2	-0.421128173306683	-0.11304349563955	-7.41014282890654	0.00470997692836469	0.0910264063180501	-1.4662399780072
AC006333.2	0.365330239437338	1.38865039625344	7.40177740974002	0.00472562660560778	0.0911209267931258	-1.47023904480098
LYNX1	0.344772707702249	7.53796683612415	7.39986643913808	0.00472921113636975	0.0911209267931258	-1.47115324339144
AC104836.1	-0.405483365691892	1.33074832749605	-7.39787283895188	0.00473295446280393	0.0911209267931258	-1.47210723501653
PTK7	-0.532663367136403	3.17416266391169	-7.39153333509327	0.00474488382848749	0.0911209267931258	-1.47514264844509
TRDN	-0.481455648348696	-0.198481372807629	-7.38590615758319	0.00475550583471284	0.0911209267931258	-1.47783927648231
NDUFB10P2	-0.571664446253034	0.255609720708394	-7.38391372427952	0.00475927427945943	0.0911209267931258	-1.47879459570601
SNORD104	-1.03927787588974	0.623685681429479	-7.38386928933119	0.00475935836739098	0.0911209267931258	-1.47881590416527
NHLH2	0.582096574578027	0.960992691125278	7.38309646254586	0.00476082116322214	0.0911209267931258	-1.4791865291325
UBE2E1	-0.372241097941763	4.06458685826685	-7.3809828268474	0.00476482483654403	0.0911209267931258	-1.48020037382364
POLR3B	-0.378553977846358	3.66562528940569	-7.3773731068374	0.00477167262722459	0.0911209267931258	-1.48193254534964
ESAM	0.480549896045478	2.17428521821692	7.37557932080791	0.00477508031594082	0.0911209267931258	-1.48279364672219
MIR193BHG	-0.373810267271484	3.37844778588139	-7.3746956845418	0.00477676014968941	0.0911209267931258	-1.48321791403541
LINC01109	-1.30048810650507	0.397533111796184	-7.37416454743848	0.00477777023906536	0.0911209267931258	-1.48347295869018
RN7SL3	-0.393283936561653	10.3152863577646	-7.37393059356241	0.0047782152494558	0.0911209267931258	-1.48358530618138
AL691432.4	-0.604634934860679	1.5651923045285	-7.37105293589596	0.00478369337420286	0.0911390890914827	-1.48496749713292
KCND1	0.336059895983888	2.32425203053272	7.36704941814219	0.00479132848081043	0.091164851549242	-1.4868913972907
ANKRD62	0.392628300831442	1.70815926305513	7.36559843160654	0.00479409960227665	0.091164851549242	-1.48758894209945
AC124944.1	0.38845141032272	0.231017404124939	7.36172724598191	0.00480150315809131	0.0912195005638141	-1.48945067191459
TBC1D12	-0.396722584442029	5.06706675862231	-7.35804693178397	0.00480855558711233	0.091267382104871	-1.49122155623755
CWC27	0.351389195497605	4.66276898675538	7.3555979126552	0.00481325606740505	0.0912705750333361	-1.49240048168786
FAM13C	-0.346468596907055	5.39995811453823	-7.34409716336505	0.0048354106001124	0.0915814597748761	-1.49794227581654
AC092115.1	-0.521875596383479	0.294244271239011	-7.34099805732163	0.00484140344593282	0.0915814597748761	-1.49943717158325
ROCK1	0.329675812809158	5.66684561360811	7.33780246619862	0.00484759307254966	0.0915814597748761	-1.5009792977194
AMT	-1.15408466643446	2.30940318805809	-7.33757909372927	0.00484802611667389	0.0915814597748761	-1.50108711883934
DIO2	-0.452547653928551	5.70260385252381	-7.33258348177133	0.00485772419758157	0.0915814597748761	-1.50349937810846
AC079142.1	-0.541613481578446	-0.226868072001562	-7.33094854764881	0.0048609036529083	0.0915814597748761	-1.50428922011012
AP001880.1	-0.489841709590234	-0.113064387463324	-7.32874551809022	0.00486519220068193	0.0915814597748761	-1.50535380132003
AP000248.1	-1.34283512581762	-0.103995805418873	-7.32614340876595	0.00487026401453659	0.0915814597748761	-1.50661166160066
HACD2	-0.328854380056605	4.54034477434079	-7.32598132306208	0.00487058016778688	0.0915814597748761	-1.50669002927297
AL031432.2	1.32426901568371	0.260397688610774	7.31721879997366	0.00488771187586676	0.0915873607784389	-1.51092935863818
ARHGAP19-SLIT1	-1.00282500598129	0.991803342150567	-7.31700038425909	0.00488813991153699	0.0915873607784389	-1.51103509621656
AL121672.2	-0.429385300336398	0.340019993258196	-7.31694657349803	0.00488824537360783	0.0915873607784389	-1.51106114713425
PRSS3	-0.535800300085973	3.0467991862774	-7.31445957292938	0.00489312282771433	0.0915873607784389	-1.51226537401091
SNHG30	-0.477057342164999	1.50389802820458	-7.31419914853261	0.00489363393572352	0.0915873607784389	-1.5123914983853
SLC25A5P1	0.535554800094109	-0.227528830667288	7.30993193431771	0.00490201873630856	0.0916340347105206	-1.51445879024009
AP001107.9	-0.464020298979348	1.69210805618183	-7.30830099902125	0.00490522839497176	0.0916340347105206	-1.51524924397979
AC015849.3	-1.04449967965706	0.727986006040253	-7.3014810738289	0.00491867981126421	0.0917715415460329	-1.51855659853476
LINC02082	-0.328707209902774	-0.0419698383037178	-7.29988091524459	0.00492184292019333	0.0917715415460329	-1.51933306850886
SNORD115-12	-0.38958135200156	1.24457081074385	-7.29438858817875	0.00493272017306645	0.0917715415460329	-1.52199954374586
HELZ2	0.436236815080369	2.12886993544328	7.2942202591422	0.00493305403710597	0.0917715415460329	-1.52208129895215
STAB2	-0.784324355908334	0.230684667341424	-7.29305053506967	0.00493537488799055	0.0917715415460329	-1.52264947279516
FOLH1	-0.852449802372949	3.935338575959	-7.28838407792325	0.00494464787301955	0.0918591502461878	-1.52491706949915
AL353658.1	0.825540321912324	0.682335549754849	7.28196552654331	0.00495743990375305	0.0919481425755054	-1.52803853772142
AC001226.2	-0.356928465376298	1.89162570875849	-7.28139952725006	0.0049585700087893	0.0919481425755054	-1.52831393153198
AP000941.1	-0.630141676007436	1.07499814030429	-7.27870329550189	0.00496395809181883	0.0919595649455192	-1.52962612117743
SLCO1A2	-0.337632557523558	5.5143683479613	-7.2750122525471	0.00497134663605393	0.0919595649455192	-1.5314232800468
PILRB	1.48793242581123	3.94571970396835	7.27121196135164	0.00497896894148177	0.0919595649455192	-1.53327462142269
AC116158.3	-0.436932959547864	3.08724783352504	-7.26986447385691	0.00498167529865286	0.0919595649455192	-1.53393130175057
IDH3A	0.396476813061087	6.08869565084603	7.26699503586026	0.00498744484284204	0.0919595649455192	-1.53533010587879
METTL22	0.59345025701062	3.14434622194608	7.26677171064208	0.00498789424754396	0.0919595649455192	-1.53543899732411
AL136369.1	0.588248330445229	0.584232164367734	7.26463790440647	0.00499219085462566	0.0919595649455192	-1.53647959800263
BRAFP1	-0.336503345119457	0.0126174091806182	-7.26288815560883	0.00499571775004459	0.0919595649455192	-1.53733314084335
AC105942.1	-0.34416938533876	1.50180744794249	-7.25004345323944	0.00502170856006777	0.0923504392836866	-1.54360543961766
C5orf30	-0.588881433783836	4.25387481704197	-7.24787008557052	0.00502612381839907	0.0923504392836866	-1.54466787417445
SETD6	0.405238844041943	3.44541488056911	7.24195118880864	0.00503817405903386	0.0924432518882518	-1.54756295824276
KMT5C	0.328189401892385	2.49683432403355	7.24088140160431	0.00504035607176981	0.0924432518882518	-1.54808648029505
MAP2K4P1	-0.44413822317876	0.305913376338493	-7.22864002050454	0.00506541287841052	0.0928182752915659	-1.55408276033397
SLC4A5	-0.420537836180068	1.79400404397702	-7.22436698213722	0.00507419777725452	0.0928311904706468	-1.55617832900929
PDE1C	-0.328631054846207	6.0262854847797	-7.22274775775398	0.00507753194349355	0.0928311904706468	-1.55697275874297
PSME1	0.415012373532013	3.78245240722113	7.22088972765239	0.00508136137738495	0.0928311904706468	-1.55788457940104
CD83	0.5882388066854	3.36075231486918	7.21673640247589	0.00508993515760581	0.0928311904706468	-1.55992368517327
IMMP2L	0.375644485266481	2.52306228601959	7.21662169844943	0.00509017221210881	0.0928311904706468	-1.55998001719776
TRIM73	0.527473294528602	1.13308501555883	7.21450382158472	0.00509455175057078	0.0928311904706468	-1.56102028923674
HERC2P10	0.872133004180618	1.36226784277378	7.21265161116599	0.00509838596983491	0.0928311904706468	-1.56193032860549
RPL22L1	-0.82328930036837	0.502958614063547	-7.20922834873495	0.00510548235126398	0.0928577194131397	-1.56361290339245
FA2H	-0.445421005465042	3.91929793388275	-7.20519654082474	0.0051138568553402	0.0928577194131397	-1.56559564574529
AC092681.2	-0.442361930692821	1.38781678526066	-7.20326390723832	0.00511787753083801	0.0928577194131397	-1.56654647347137
SNORA26	-0.499344258039915	1.68064722535509	-7.20306707989125	0.00511828724543575	0.0928577194131397	-1.56664332447422
AL591885.1	-0.491262427838279	0.155907429440933	-7.20046036176628	0.00512371743162868	0.0928725667309977	-1.56792624616216
SLC7A5	0.333604149606662	5.62406072295098	7.1945063358787	0.00513614891922473	0.0929589828674461	-1.57085837946463
ZEB2-AS1	-0.846158007064716	0.58861668325367	-7.19187585193235	0.00514165373370226	0.0929589828674461	-1.57215459242111
SSTR3	0.347625381867783	3.98333447528344	7.1885544291718	0.00514861552934509	0.0929589828674461	-1.57379197639595
RNA5-8SP6	-0.923483733929578	5.78856598901865	-7.18774530565026	0.00515031334648234	0.0929589828674461	-1.57419097380713
GDF1	-0.734896082818901	4.30978483688526	-7.18499146890768	0.00515609733779714	0.0929589828674461	-1.5755493017376
SNORD68	-1.44100676910868	0.265973990905758	-7.18495140875818	0.00515618154051729	0.0929589828674461	-1.57556906534411
ENTPD3-AS1	-0.608887421236175	1.83514542902065	-7.18205125141833	0.0051622821941533	0.0929857234578347	-1.57700015542147
CNTROB	-0.541766767713307	3.93369976170995	-7.17872601861404	0.00516928866816904	0.0930287177833675	-1.57864173452154
LINC01643	-1.75259686542587	0.123547058406322	-7.16883381850733	0.00519020599046971	0.0931883016827351	-1.58352989522073
PRORSD1P	0.873580752410197	-0.170435376752976	7.16650607686082	0.00519514418079703	0.0931883016827351	-1.58468114380875
RPA3	0.400370469059995	2.51434008894894	7.16228572597963	0.0052041131653724	0.0931883016827351	-1.58676941820247
LOXHD1	1.11292146880359	2.08699017615737	7.15908826194494	0.00521092185371551	0.0931883016827351	-1.58835240237885
SNORD115-44	-0.433114459306721	2.23121696035043	-7.15828052000812	0.00521264370864445	0.0931883016827351	-1.58875241046862
ZNF354C	-0.335605450724551	3.2217162444552	-7.15517963116136	0.00521926077140965	0.0931883016827351	-1.59028845776604
GALNT11	-0.346740138267551	6.07179365832403	-7.15271207857529	0.00522453421078723	0.0931883016827351	-1.59151126777952
INTS4	-0.406488011277633	3.61222558383902	-7.15198642553438	0.0052260863422814	0.0931883016827351	-1.59187095208381
AC019197.1	0.839201090643007	1.18413268438719	7.15174505090807	0.0052266027631331	0.0931883016827351	-1.59199060253413
GJA1	0.346970851654038	6.44810476314011	7.14973310060054	0.00523090993287775	0.0931883016827351	-1.59298809696847
LINC00886	-0.613528954198275	-0.258387977407584	-7.14946572624511	0.00523148267626832	0.0931883016827351	-1.59312067888871
BCKDK	-0.389548406134482	4.1144768613673	-7.14843749166202	0.0052336860265753	0.0931883016827351	-1.593630593324
ABHD5	0.383654232053962	3.03983779986476	7.14559425724364	0.00523978498039277	0.0932050612748365	-1.59504098241091
SMCHD1	0.347412342473154	5.75998402710258	7.14170059104432	0.00524815231242236	0.0932050612748365	-1.59697337730661
KLLN	-0.659605477427086	1.13635868357429	-7.141139291725	0.00524935996597189	0.0932050612748365	-1.59725203507668
MTURN	-0.326492377204152	9.50820497100104	-7.13891024326228	0.00525415943225324	0.0932050612748365	-1.59835887173209
ZFP36	-1.18373889161446	2.43222682845477	-7.13723564277302	0.00525776887517203	0.0932050612748365	-1.59919063069772
GABPB1-AS1	0.567856278339332	5.43398052557945	7.13365718017383	0.00526549281180607	0.0932598893967904	-1.60096869437695
AC105052.1	1.00112474179166	2.90525939210362	7.13090042237794	0.0052714532827508	0.0932834149455498	-1.60233909618227
PLEKHA8	0.34620709676937	3.95937256034198	7.12647024469347	0.00528105044359648	0.0933475497717011	-1.6045425080783
CCDC122	-0.529724291047406	1.27518140229955	-7.12385750561076	0.00528672119637055	0.0933475497717011	-1.60584265176552
SNORD118	-0.943938410030853	0.275913941871802	-7.11826735101062	0.00529888103466607	0.0933475497717011	-1.6086260564266
AC108676.1	-0.394589576985763	-0.379221497445009	-7.11575407072632	0.0053043599267453	0.0933475497717011	-1.60987818119921
STOX1	0.46553263526704	4.2750317862797	7.11330577482553	0.00530970429535074	0.0933475497717011	-1.61109836779015
GLIS3	0.447403290703499	3.83217265630531	7.1123676297832	0.00531175403588415	0.0933475497717011	-1.61156603679413
GRM8	-0.337456250197188	3.33001267391692	-7.10801255509062	0.00532128297271858	0.0933475497717011	-1.61373788932945
MRPL11	-0.599156820127394	2.86824378404074	-7.10798891420067	0.0053213347602761	0.0933475497717011	-1.61374968264662
LAPTM4A	0.438661639567351	3.58566112165539	7.10590559778532	0.00532590105264132	0.0933475497717011	-1.61478910855653
CYB561D2	-0.524977933759662	1.46320044944516	-7.10490669555061	0.00532809230603204	0.0933475497717011	-1.61528760039605
ZNF12	-0.386211266968937	4.45673178050478	-7.10325039536651	0.00533172827239814	0.0933475497717011	-1.61611431857969
LYPD5	0.376640117716343	3.43981468878544	7.10232989057055	0.0053337504015539	0.0933475497717011	-1.61657386079254
EBF3	-0.582006080161468	0.519120262009931	-7.10160766626264	0.00533533765951078	0.0933475497717011	-1.61693445857018
AC105277.1	-0.929393961920312	-0.192129455808503	-7.09607152766356	0.00534752520960818	0.0933878898440227	-1.61969983645766
AP004609.3	-0.409650194838947	1.50981905874259	-7.09531796996952	0.00534918695157392	0.0933878898440227	-1.62007642024869
WDR12	0.322546789019316	4.8128004448187	7.09424441864083	0.00535155551097439	0.0933878898440227	-1.62061298895341
ZNF844	0.320951045665793	3.29402405307074	7.09107089453962	0.00535856524841483	0.0934292527901107	-1.62219962674761
SLC39A11	-0.345173926524364	3.67760726344976	-7.08616435151207	0.00536942661001873	0.093490707543225	-1.62465414116875
RENBP	0.413380014813661	2.29759870389812	7.0852855810511	0.00537137494426017	0.093490707543225	-1.62509393314881
NSMAF	0.338835351160196	4.20925173015998	7.07971371420085	0.0053837499918565	0.0936251790466374	-1.62788374849839
AHR	-0.322708950156259	3.99451836673332	-7.07758530568722	0.0053884870218071	0.0936267054746777	-1.62895003011444
AC079305.3	-0.340005371331649	-0.604481293939832	-7.06160063423507	0.00542423795741783	0.0939549770209629	-1.63696848766617
